DBA,ZIP,TYPE,CITY,YEAR_FIRST,YEAR_LAST,MONTH_FIRST,MONTH_LAST
NATIVE ROOTS TEJON,80905.0,Med,Colorado Springs,2016,2022,9,12
NATIVE ROOTS TOWER,80202.0,"Med, Rec",Denver,2016,2017,9,3
NATIVE ROOTS TRINIDAD,81082.0,Rec,Trinidad,2017,2022,9,12
NATIVE ROOTS UINTAH,80904.0,Med,Colorado Springs,2015,2022,12,12
NATIVE ROOTS VAIL,81620.0,"Med, Rec",Avon,2014,2022,12,12
NATIVE ROOTS WEST DENVER,80219.0,"Med, Rec",Denver,2018,2019,4,4
NATURAL ALTERNATIVES FOR HEALTH,80525.0,"Med, Rec",Fort Collins,2014,2020,12,3
NATURAL ALTERNATIVES FOR HEALTH CORP,80525.0,"Rec, Med",Fort Collins,2020,2022,4,11
NATURAL ALTERNATIVES FOR LIFE,80513.0,Med,Berthoud,2014,2014,8,6
NATURAL CHOICE,80487.0,"Rec, Med",Steamboat Springs,2014,2017,12,9
NATURAL CHOICE CO-OP,80487.0,Med,Steamboat Springs,2014,2016,12,4
NATURAL HERBS AND WELLNESS CENTER II,80705.0,Rec,Log Lane Village,2014,2016,12,4
NATURAL MYSTIC CANNABIS CAREGIVERS,80903.0,Med,Colorado Springs,2014,2022,12,4
NATURAL MYSTIC WELLNESS CENTER,81211.0,Med,Buena Vista,2014,2019,12,6
NATURAL REMEDIES,80202.0,"Med, Rec",Denver,2014,2018,12,9
NATURAL SELECTIONS,80234.0,Rec,Northglenn,2015,2019,12,10
NATURAL SELECTIONS,80260.0,Med,Federal Heights,2015,2017,12,3
NATURALEAF,80903.0,Med,Colorado Springs,2014,2022,12,6
NATURALEAF,80909.0,Med,Colorado Springs,2015,2022,12,8
NATURALEAF,80918.0,Med,Colorado Springs,2020,2022,3,6
NATURE'S HERBS & WELLNESS CENTER,80631.0,Rec,Garden City,2014,2014,1,1
NATURE'S HERBS AND WELLNESS DTC,80231.0,"Med, Rec",Denver,2015,2021,12,3
NATURE'S HERBS DTC,80231.0,Med,Denver,2016,2016,9,12
NATURE'S MEDICINE,80234.0,"Med, Rec",Northglenn,2021,2022,4,12
NATURE'S OF SEDGWICK,80749.0,"Med, Rec",Sedgwick,2020,2022,7,12
NATURE'S SPIRIT,80461.0,Rec,Leadville,2014,2017,12,9
NATURE?S BEST,80246.0,Med,Glendale,2014,2014,1,1
NATURE?S BEST,802468202.0,Med,Glendale,2014,2014,2,2
NATURE?S WAY WELLNESS CENTER,80907.0,Med,Colorado Springs,2014,2014,2,1
NATURES BEST,80246.0,"Med, Rec",Glendale,2014,2018,9,5
NATURES BEST,802468202.0,Med,Glendale,2014,2016,12,4
NATURES CURE,80216.0,"Med, Rec",Denver,2015,2016,12,2
NATURES CURE,80219.0,"Med, Rec",Denver,2014,2015,12,4
NATURES CURE III,80218.0,"Med, Rec",Denver,2014,2015,12,4
"NATURES CURE III,",80218.0,Med,Denver,2014,2014,3,1
NATURES GIFT SHOP,81007.0,Rec,Pueblo West,2014,2022,12,11
NATURES HERBS & WELLNESS CENTER,80631.0,"Med, Rec",Garden City,2014,2022,12,12
NATURES HERBS & WELLNESS CENTER II,80705.0,"Med, Rec",Log Lane Village,2014,2022,12,11
NATURES HERBS & WELLNESS CENTER III,80543.0,Rec,Milliken,2019,2022,4,12
NATURES HERBS AND WELLNESS CENTER II,80705.0,Rec,Log Lane Village,2014,2014,11,11
NATURES HERBS AND WELLNESS CENTER III,80543.0,Rec,Milliken,2018,2019,4,3
NATURES HERBS AND WELLNESS DTC,80231.0,Med,Denver,2017,2021,9,3
NATURES KISS,80113.0,"Med, Rec",Englewood,2014,2022,12,12
NATURES KISS,80116.0,Med,Franktown,2016,2016,5,5
NATURES MEDICINE,81201.0,"Med, Rec",Salida,2014,2022,4,6
NATURES MEDICINE SALIDA,81201.0,Rec,Salida,2014,2018,12,5
NATURES MEDICINE; NATURES MEDICINE SALIDA,81201.0,"Med, Rec",Salida,2014,2019,12,4
NATURES NUGS,81007.0,"Med, Rec",Pueblo West,2015,2018,12,1
NATURES OWN WELLNESS CENTER,81301.0,Med,Durango,2014,2015,12,11
NATURES REMEDY WELLNESS,81007.0,"Med, Rec",Pueblo West,2014,2014,4,1
NATURES SPIRIT,80461.0,"Med, Rec",Leadville,2014,2018,3,3
NATURITA GREEN ROOM,81422.0,Rec,Naturita,2019,2022,4,12
NEBRINA ADAMS COUNTY,80216.0,Rec,Denver,2021,2022,8,3
NEBRINA UNIVERSITY,80210.0,Rec,Denver,2022,2022,3,11
NEDICATE,80466.0,Med,Nederland,2014,2014,12,6
NEW AGE ALTERNATIVE,80222.0,Med,Denver,2017,2019,9,10
NEW AGE MEDICAL,80214.0,"Rec, Med",Edgewater,2014,2017,12,9
NEW AGE MEDICAL,80907.0,Med,Colorado Springs,2014,2019,12,4
NEW AGE MEDICAL,80915.0,Med,Colorado Springs,2014,2019,12,1
NEW AMSTERDAM,80223.0,Rec,Denver,2017,2017,9,9
NEW AMSTERDAM ,80223.0,Med,Denver,2020,2021,11,1
NEW AMSTERDAM ORGANICS,80223.0,"Med, Rec",Denver,2015,2020,12,10
NEW BROADSTERDAM,80210.0,"Med, Rec",Denver,2014,2020,12,11
NEW HOPE WELLNESS CENTER,81632.0,"Med, Rec",Edwards,2014,2016,12,4
NEW HORIZONS,80915.0,Med,Colorado Springs,2014,2017,12,9
NEW WORLD ALTERNATIVE HEALTHCARE,81435.0,"Med, Rec",Telluride,2014,2016,12,2
NEWAGE MEDICAL,80214.0,Med,Edgewater,2014,2016,12,4
NEXT HARVEST WELLNESS,80219.0,"Med, Rec",Denver,2014,2016,12,4
NINE POUND HAMMER,80026.0,Rec,Lafayette,2015,2016,12,4
NORTH BOULDER WELLNESS CENTER,80304.0,Med,Boulder,2014,2015,12,11
"NORTH FEDERAL,",80219.0,Med,Denver,2014,2014,8,9
NORTHERN LIGHTS CANNABIS CO,80214.0,"Med, Rec",Edgewater,2017,2020,9,1
NORTHERN LIGHTS CANNABIS CO,80223.0,"Med, Rec",Denver,2016,2020,9,12
NORTHERN LIGHTS CANNABIS CO.,80214.0,"Med, Rec",Edgewater,2014,2016,12,4
NORTHERN STANDARD,80420.0,Rec,Alma,2017,2022,11,6
NU LEAF,80211.0,Med,Denver,2015,2016,12,2
NUGGS,80239.0,Med,Denver,2016,2018,9,9
NUTRITIONAL ELEMENTS INC,80222.0,Med,Denver,2018,2018,2,2
NUVUE PHARMA,80231.0,"Med, Rec",Denver,2022,2022,5,11
NUVUE PHARMA,80909.0,Med,Colorado Springs,2019,2022,4,11
NUVUE PHARMA,81006.0,Rec,Pueblo,2020,2022,9,11
NUVUE PHARMA,81008.0,"Med, Rec",Pueblo,2015,2022,12,11
NUVUE PHARMA,81082.0,Rec,Trinidad,2019,2022,4,11
NUVUE PHARMA,81230.0,Rec,Gunnison,2019,2022,8,11
NUVUE PHARMA,81321.0,Rec,Cortez,2018,2022,12,11
"NWW,",80918.0,Med,Colorado Springs,2014,2014,2,1
Native Roots Denver Airport,80249.0,Rec,Denver,2022,2022,9,12
Native Roots Edgewater,80214.0,"Med, Rec",Edgewater,2022,2022,12,12
Native Roots Littleton,80123.0,Med,Denver,2022,2022,11,12
Native Roots Longmont,80501.0,Med,Longmont,2022,2022,11,12
Native Roots North Denver,80216.0,Rec,Denver,2022,2022,8,12
Native Roots Santa Fe,80223.0,"Rec, Med",Denver,2022,2022,8,12
Native Roots Speer,80203.0,Rec,Denver,2022,2022,12,12
Naturaleaf,80903.0,Med,Colorado Springs,2022,2022,7,12
Naturaleaf,80909.0,Med,Colorado Springs,2022,2022,11,12
Naturaleaf,80918.0,Med,Colorado Springs,2022,2022,7,12
Nature's Kiss,80113.0,Med,Englewood,2022,2022,7,12
Natures Herbs & Wellness Center,80631.0,Med,Garden City,2022,2022,8,12
Natures Medicine,81201.0,Rec,Salida,2022,2022,7,12
None,80010.0,Rec,Aurora,2022,2022,12,12
None,80011.0,Rec,Aurora,2022,2022,12,12
None,80012.0,Rec,Aurora,2022,2022,12,12
None,80014.0,Rec,Aurora,2022,2022,12,12
None,80015.0,Rec,Aurora,2022,2022,12,12
None,80020.0,"Med, Rec",Broomfield,2022,2022,12,12
None,80022.0,Rec,Commerce City,2022,2022,12,12
None,80033.0,"Med, Rec",Wheat Ridge,2022,2022,12,12
None,80110.0,Rec,Englewood,2022,2022,12,12
None,80202.0,Rec,Denver,2022,2022,12,12
None,80204.0,Med,Denver,2022,2022,12,12
None,80207.0,Med,Denver,2022,2022,12,12
None,80209.0,"Med, Rec",Denver,2022,2022,12,12
None,80210.0,"Med, Rec",Denver,2022,2022,11,12
None,80211.0,"Med, Rec",Denver,2022,2022,11,12
None,80212.0,Med,Denver,2022,2022,12,12
None,80214.0,Rec,Edgewater,2022,2022,12,12
None,80216.0,"Med, Rec",Denver,2022,2022,11,12
None,80218.0,"Med, Rec",Denver,2022,2022,12,12
None,80219.0,Rec,Denver,2022,2022,12,12
None,80220.0,"Med, Rec",Denver,2022,2022,12,12
None,80221.0,Rec,Denver,2022,2022,12,12
None,80223.0,"Med, Rec",Denver,2022,2022,11,12
None,80231.0,"Med, Rec",Denver,2022,2022,12,12
None,80233.0,Rec,Northglenn,2022,2022,12,12
None,80239.0,"Med, Rec",Denver,2022,2022,12,12
None,80241.0,Rec,Northglenn,2022,2022,12,12
None,80246.0,Rec,Glendale,2022,2022,12,12
None,80260.0,"Med, Rec",Federal Heights,2022,2022,12,12
None,80401.0,Med,Golden,2022,2022,12,12
None,80420.0,Rec,Alma,2022,2022,12,12
None,80421.0,"Med, Rec",Bailey,2022,2022,12,12
None,80422.0,Rec,Black Hawk,2022,2022,12,12
None,80424.0,Rec,Breckenridge,2022,2022,12,12
None,80438.0,Rec,Empire,2022,2022,12,12
None,80476.0,Rec,Silver Plume,2022,2022,12,12
None,80482.0,Rec,Winter Park,2022,2022,12,12
None,80524.0,"Med, Rec",Fort Collins,2022,2022,11,12
None,80525.0,"Rec, Med",Fort Collins,2021,2022,5,12
None,80549.0,Rec,Wellington,2022,2022,12,12
None,80621.0,Rec,Fort Lupton,2022,2022,12,12
None,80631.0,Rec,Garden City,2022,2022,12,12
None,80640.0,Rec,Henderson,2022,2022,12,12
None,80705.0,"Med, Rec",Log Lane Village,2022,2022,12,12
None,80749.0,Rec,Sedgwick,2022,2022,12,12
None,80904.0,Med,Colorado Springs,2022,2022,12,12
None,80905.0,Med,Colorado Springs,2022,2022,12,12
None,80909.0,Med,Colorado Springs,2022,2022,11,12
None,80915.0,Med,Colorado Springs,2022,2022,11,12
None,80916.0,Med,Colorado Springs,2020,2021,9,7
None,80918.0,Med,Colorado Springs,2022,2022,11,12
None,81003.0,Rec,Pueblo,2022,2022,12,12
None,81004.0,Rec,Pueblo,2022,2022,12,12
None,81006.0,Rec,Pueblo,2022,2022,12,12
None,81007.0,"Med, Rec",Pueblo West,2022,2022,11,12
None,81008.0,"Med, Rec",Pueblo,2022,2022,12,12
None,81054.0,Rec,Las Animas,2022,2022,12,12
None,81067.0,Rec,Rocky Ford,2022,2022,12,12
None,81082.0,"Med, Rec",Trinidad,2022,2022,12,12
None,81089.0,Rec,Walsenburg,2022,2022,12,12
None,81132.0,Rec,Del Norte,2022,2022,12,12
None,81133.0,"Med, Rec",Fort Garland,2022,2022,12,12
None,81147.0,Rec,Pagosa Springs,2022,2022,12,12
None,81148.0,Rec,Romeo,2022,2022,12,12
None,81152.0,Rec,San Luis,2022,2022,12,12
None,81201.0,Rec,Salida,2022,2022,12,12
None,81211.0,Rec,Buena Vista,2022,2022,12,12
None,81230.0,Rec,Gunnison,2022,2022,12,12
None,81301.0,Rec,Durango,2022,2022,12,12
None,81303.0,"Med, Rec",Durango,2022,2022,12,12
None,81321.0,Rec,Cortez,2022,2022,12,12
None,81428.0,Rec,Paonia,2022,2022,12,12
None,81432.0,Rec,Ridgway,2022,2022,12,12
None,81433.0,Rec,Silverton,2022,2022,12,12
None,81601.0,Rec,Glenwood Springs,2022,2022,12,12
None,81611.0,"Med, Rec",Aspen,2022,2022,12,12
None,81625.0,"Med, Rec",Craig,2022,2022,12,12
None,81630.0,Rec,De Beque,2022,2022,12,12
None,81631.0,"Med, Rec",Eagle,2022,2022,12,12
None,81635.0,Rec,Parachute,2022,2022,12,12
Northern Standard,80420.0,Rec,Alma,2017,2022,9,12
Nuggs,80239.0,Med,Denver,2016,2016,4,4
OASIS CANNABIS SUPER STORE,80212.0,"Rec, Med",Denver,2015,2018,12,9
OASIS CANNABIS SUPER STORE,80222.0,"Med, Rec",Denver,2015,2018,12,1
OASIS CANNABIS SUPER STORE,802127336.0,Med,Mountain View,2015,2016,12,4
OASIS CANNABIS SUPERSTORE,80212.0,Rec,Mountain View,2016,2022,9,12
OASIS CANNABIS SUPERSTORE,80222.0,"Rec, Med",Denver,2016,2022,9,12
OG MEDICINALS,80239.0,"Med, Rec",Denver,2015,2022,12,11
ONE:ELEVEN,81143.0,"Med, Rec",Moffat,2019,2022,8,8
ONYX LAKE HOLDINGS,80427.0,Rec,Central City,2019,2019,5,7
OPTIONS,80033.0,"Med, Rec",Wheat Ridge,2015,2022,12,12
OPTIONS,80303.0,Rec,Boulder,2019,2022,4,12
OPTIONS,80501.0,Rec,Longmont,2018,2019,4,2
OPTIONS MEDICAL CENTER WR,80033.0,"Med, Rec",Wheat Ridge,2014,2015,12,4
ORGANIC ALTERNATIVES,80524.0,"Med, Rec",Fort Collins,2014,2022,12,6
ORGANIC SOLUTIONS INC,81007.0,Med,Pueblo West,2014,2015,12,8
ORGANICA,80220.0,"Med, Rec",Denver,2015,2016,12,4
ORGANIX,80424.0,"Rec, Med",Breckenridge,2014,2022,12,12
"ORGANIX,",80424.0,Rec,Breckenridge,2014,2014,2,1
ORIGINAL CANNABIS GROWERS,80909.0,Med,Colorado Springs,2014,2022,12,8
OSIRIS,81601.0,Rec,Glenwood Springs,2015,2017,12,1
Organic Alternatives,80524.0,"Med, Rec",Fort Collins,2014,2022,1,12
Organic Alternatives,805247150.0,Med,Fort Collins,2014,2014,8,10
P & C EXPRESS,81401.0,Med,Montrose,2018,2020,4,11
PAGOSA CRAFT,81147.0,Rec,Pagosa Springs,2017,2022,9,12
PAGOSA ORGANIC THERAPEUTICS,81147.0,"Med, Rec",Pagosa Springs,2014,2017,12,5
PAGOSA THERAPEUTICS,81147.0,"Med, Rec",Pagosa Springs,2017,2022,9,10
PAIN MANAGEMENT SOLUTIONS,80903.0,Med,Colorado Springs,2014,2018,12,5
PAKALOLO,80212.0,Med,Denver,2014,2014,3,1
PALISADE PRODUCE,81526.0,Rec,Palisade,2019,2019,3,9
PALISADES HEALTH CARE,81526.0,Med,Palisade,2014,2016,12,4
PALISADES HEALTH CARE INC,81526.0,Med,Palisade,2016,2022,9,8
PALMER LAKE WELLNESS CENTER,80133.0,Med,Palmer Lake,2014,2022,12,12
PANDO,80204.0,"Med, Rec",Denver,2018,2019,4,9
PANK,80466.0,Rec,Nederland,2015,2016,12,2
PAONIA PURPLE,81428.0,Rec,Paonia,2021,2022,9,9
PARK RANGE RECREATIONALS,80467.0,Rec,Oak Creek,2015,2017,12,9
PASSION  BUD,80211.0,Med,Denver,2016,2016,9,4
PATIENTS CHOICE OF COLORADO,80203.0,Med,Denver,2014,2014,4,1
PATIENTS CHOICE OF COLORADO,80210.0,"Med, Rec",Denver,2014,2019,12,1
PATIENTS CHOICE OF COLORADO,80214.0,Med,Lakewood,2014,2017,12,9
"PATIENTS CHOICE OF COLORADO,",80210.0,Rec,Denver,2014,2014,2,1
PATIENTS CHOICE ON MORRISON ROAD,80209.0,"Med, Rec",Denver,2014,2015,12,11
PATIENTS CHOICE ON MORRISON ROAD,80219.0,"Rec, Med",Denver,2014,2017,4,9
PATIENTS PLUS,80215.0,Med,Denver,2014,2014,1,1
PATIENTS PLUS,80216.0,Rec,Denver,2014,2014,8,7
PCG ONE,81211.0,Rec,Buena Vista,2021,2022,12,11
PEACE IN MEDICINE CENTER,80211.0,Med,Denver,2014,2014,8,6
PEACE PIPE,80470.0,Med,Pine,2014,2014,1,1
PEACEFUL HERBS,81082.0,Rec,Trinidad,2014,2015,12,11
PEAK,80203.0,Med,Denver,2014,2018,12,9
PEAK DISPENSARY,80203.0,"Rec, Med",Denver,2014,2022,12,11
PEAK DISPENSARY,80749.0,Rec,Sedgwick,2020,2022,5,12
PEAK Dispensary,80203.0,Med,Denver,2018,2018,12,12
PEOPLES CHOICE WELLNESS CENTER,80303.0,Med,Boulder,2014,2014,1,6
PERSONALIZED ORGANIC TREATMENTS,80223.0,Med,Denver,2014,2016,12,2
PG RETAIL I,80203.0,Rec,Denver,2018,2018,5,5
PHOENIX CORP,80204.0,"Med, Rec",Denver,2020,2021,1,1
PHYSICIAN PREFERRED PRODUCTS,80216.0,Med,Denver,2015,2016,12,2
PHYSICIAN PREFERRED PRODUCTS,80233.0,"Med, Rec",Northglenn,2014,2015,12,4
PI ARAPAHOE,80205.0,"Med, Rec",Denver,2020,2020,1,5
PI AURORA,80015.0,Rec,Aurora,2020,2021,2,2
PI NORTH SHERIDAN,80226.0,"Med, Rec",Denver,2020,2022,5,2
PIG N WHISTLE,80204.0,Med,Denver,2016,2022,11,9
PIG N' WHISTLE,80204.0,"Med, Rec",Denver,2015,2022,12,12
PIG N' WHISTLE,80209.0,Med,Denver,2014,2015,12,4
PIG N? WHISTLE,80204.0,Rec,Denver,2014,2016,12,1
PIKES PEAK ALTERNATIVE HEALTH & WELLNESS CENTER INC.,80905.0,Med,Colorado Springs,2014,2014,4,1
PIKES PEAK CAREGIVERS,80910.0,Med,Colorado Springs,2014,2020,12,8
PIKES PEAK CAREGIVERS ,80910.0,Med,Colorado Springs,2020,2021,9,7
PINEAPPLE EXCHANGE,80204.0,"Med, Rec",Denver,2015,2019,12,12
PINK HOUSE CHERRY,80209.0,Med,Denver,2014,2019,12,6
PINK HOUSE CHERRY,80239.0,Rec,Denver,2018,2018,4,9
PINK HOUSE CO SPRINGS,80909.0,Med,Colorado Springs,2016,2019,9,11
PINK HOUSE COLORADO SPRINGS,80909.0,Med,Colorado Springs,2014,2016,12,4
PINK HOUSE MILE HIGH,80211.0,"Med, Rec",Denver,2014,2017,12,5
PINK HOUSE PEARL,80210.0,"Med, Rec",Denver,2014,2016,12,2
PINK HOUSE RIVERSIDE,80216.0,Med,Denver,2014,2014,3,1
PINK HOUSE TAMARAC,80224.0,Med,Denver,2014,2014,8,6
PINK HOUSE TAMARAC,80239.0,Med,Denver,2014,2016,12,2
PINNERZ RECREATIONAL,81136.0,Rec,Hooper,2021,2022,6,12
PIONEER INTEREST COLFAX,80206.0,Rec,Denver,2019,2020,7,1
PIONEER INTERESTS COLFAX,80206.0,Rec,Denver,2020,2020,2,7
PIONEER INTERESTS SHERIDAN,80214.0,"Med, Rec",Edgewater,2020,2020,1,7
PJ INVESTMENT GROUP,80440.0,Rec,Fairplay,2020,2020,12,12
PLAIN JANE ORGANICS,81019.0,"Med, Rec",Colorado City,2018,2022,8,3
PLATTE VALLET DISPENSARY,80211.0,Rec,Denver,2016,2017,9,5
PLATTE VALLEY DISPENSARY,80211.0,"Med, Rec",Denver,2014,2022,12,12
POLICE AND THIEVES,80209.0,"Med, Rec",Denver,2022,2022,1,12
POLICE AND THIEVES,80220.0,Rec,Denver,2022,2022,1,7
POSTMODERN HEALTH,80226.0,Med,Lakewood,2014,2017,7,9
POTCO,80239.0,"Med, Rec",Denver,2015,2022,12,12
PREFERRED ORGANIC THERAPY,80222.0,Med,Denver,2015,2017,12,5
PREFERRED ORGANIC THERAPY & WELLNESS,80222.0,"Med, Rec",Denver,2014,2017,12,3
PRIMA BRANDS,80214.0,"Med, Rec",Edgewater,2017,2018,11,1
PRIMA CANNABIS COMPANY,80214.0,"Med, Rec",Edgewater,2018,2020,4,7
PRIMA CANNABIS COMPANY,80216.0,"Med, Rec",Denver,2019,2020,4,7
PRIMAL,80909.0,Med,Colorado Springs,2020,2022,2,11
PRIMO,81155.0,Rec,Villa Grove,2019,2022,2,12
PRIMO CANNABIS,81155.0,Rec,Villa Grove,2018,2019,8,1
PROHIBITION HERB,81301.0,"Med, Rec",Durango,2017,2022,11,10
PROVISIONS,81089.0,"Med, Rec",Walsenburg,2019,2022,6,12
PRVT LBL,80223.0,Med,Denver,2022,2022,1,12
PUEBLO WEST ORGANICS,81007.0,"Med, Rec",Pueblo West,2014,2022,12,9
PUEBLO WEST ORGANICS,81008.0,Rec,Pueblo,2019,2020,9,8
"PUEBLO WEST ORGANICS,",81007.0,Med,Pueblo West,2014,2014,4,1
PUR CANNABLISS,81413.0,"Med, Rec",Cedaredge,2022,2022,3,12
PURE,80919.0,Med,Colorado Springs,2021,2022,10,7
PURE,80920.0,Med,Colorado Springs,2021,2022,10,8
PURE FIRE CANNABIS,81230.0,Rec,Gunnison,2020,2022,12,3
PURE INDUSTRIES,81230.0,Rec,Gunnison,2015,2017,12,9
PURE INTENTIONS WELLNESS CENTER,80909.0,Med,Colorado Springs,2014,2019,12,4
PURE INTENTIONS WELLNESS CENTER,81008.0,"Med, Rec",Pueblo,2015,2018,12,9
PURE MARIJUANA DISPENSARY,80204.0,"Rec, Med",Denver,2019,2022,4,12
PURE MARIJUANA DISPENSARY,80214.0,"Med, Rec",Edgewater,2020,2022,8,12
PURE MARIJUANA DISPENSARY,80216.0,"Med, Rec",Denver,2018,2022,4,12
PURE MARIJUANA DISPENSARY,80220.0,"Med, Rec",Denver,2018,2022,4,12
PURE MARIJUANA DISPENSARY ,80216.0,"Med, Rec",Denver,2020,2022,11,12
PURE MEDICAL,80903.0,Med,Colorado Springs,2014,2015,12,8
PURE MEDICAL,80906.0,Med,Colorado Springs,2015,2020,12,2
PURE MEDICAL,80919.0,Med,Colorado Springs,2014,2021,12,9
PURE MEDICAL,80920.0,Med,Colorado Springs,2020,2021,3,9
PURE MEDICAL DISPENSARY,80204.0,"Med, Rec",Denver,2014,2020,12,10
PURE MEDICAL DISPENSARY,80216.0,"Med, Rec",Denver,2015,2020,12,10
PURE MEDICAL DISPENSARY,80220.0,"Med, Rec",Denver,2015,2020,12,10
PURE MEDICAL DISPENSARY ,80216.0,Med,Denver,2020,2020,9,10
Pagosa Organic Therapeutics,81147.0,Med,Pagosa Springs,2014,2014,8,6
PagosaTherapeutics,81147.0,Rec,Pagosa Springs,2022,2022,11,12
Palisades Health Care Inc,81526.0,Med,Palisade,2022,2022,11,12
Paonia Purple,81428.0,Rec,Paonia,2022,2022,10,12
Peak,80203.0,Rec,Denver,2022,2022,12,12
Pig 'N' Whistle,80204.0,Med,Denver,2022,2022,11,12
Platte Valley Dispensary,80211.0,Rec,Denver,2022,2022,8,12
Police and Thieves,80220.0,Rec,Denver,2022,2022,8,12
PotCo,80239.0,Med,Denver,2022,2022,11,12
Prohibition Herb,81301.0,"Med, Rec",Durango,2022,2022,11,12
Pueblo West Organics,81007.0,"Med, Rec",Pueblo West,2022,2022,10,12
Pure,80919.0,Med,Colorado Springs,2022,2022,11,12
Pure,80920.0,Med,Colorado Springs,2022,2022,11,12
Pure Marijuana Dispensary,80204.0,Med,Denver,2022,2022,7,12
Pure Marijuana Dispensary,80216.0,Rec,Denver,2022,2022,7,12
QUALITY CHOICE,80909.0,Med,Colorado Springs,2014,2022,12,12
RAILROAD AVENUE INC,81650.0,Med,Rifle,2014,2016,12,4
RANGE,81650.0,Med,Rifle,2018,2018,4,3
RECREATIONAL RELEAF DISPENSARY BAR,81601.0,Rec,Glenwood Springs,2015,2015,5,10
RED CARD EMPORIUM,80909.0,Med,Colorado Springs,2016,2016,9,4
RED EYED RAM,80521.0,Med,Ft Collins,2014,2014,9,6
RED EYED RAM,80524.0,Med,Fort Collins,2014,2014,1,1
RED EYED RAM,805214583.0,Med,Ft Collins,2014,2014,8,5
RED ROOTS,80022.0,Rec,Commerce City,2021,2022,6,3
RED ROOTS DENVER,80247.0,Rec,Denver,2021,2022,10,10
REDEYE RELEAF,80223.0,"Med, Rec",Denver,2015,2019,12,5
REEFER MADNESS,80216.0,"Med, Rec",Denver,2016,2022,9,7
RESERVE 1,80206.0,Med,Denver,2014,2014,1,1
RESERVE 1 GLENDALE,80246.0,Med,Glendale,2014,2014,8,6
RESERVE1,80246.0,Rec,Glendale,2015,2015,3,4
RESERVE1,80829.0,Rec,Manitou Springs,2015,2015,3,4
RESERVE1,80907.0,Med,Colorado Springs,2014,2014,2,1
REVTEC,80211.0,Med,Denver,2014,2015,12,11
RFSCA,81611.0,Rec,Aspen,2015,2016,12,4
RIFLE MOUNTAIN DISPENSARY INC,81650.0,Med,Rifle,2014,2017,12,9
"RIFLE MOUNTAIN DISPENSARY, INC.",81650.0,Med,Rifle,2014,2014,8,6
RINO SUPPLY CO INC,80205.0,"Med, Rec",Denver,2014,2019,12,10
RINO SUPPLY CO INC.,80205.0,Med,Denver,2014,2014,8,6
RINO SUPPLY COMPANY,80205.0,"Med, Rec",Denver,2019,2022,7,12
RIPE DISPENSARY,81004.0,Rec,Pueblo,2017,2019,9,2
RIVERROCK,80204.0,"Med, Rec",Denver,2014,2022,12,2
RIVERROCK,80216.0,"Med, Rec",Denver,2014,2022,12,2
RIVERROCK WELLNESS,80216.0,"Rec, Med",Denver,2014,2016,12,4
RIVERSIDE WELLNESS,80216.0,Med,Denver,2014,2014,7,6
RJJ LONGMONT,80501.0,Med,Longmont,2016,2016,9,4
RK ENTERPRISES ,80487.0,"Med, Rec",Steamboat Springs,2020,2022,10,12
RK Enterprises ,80487.0,Med,Steamboat Springs,2022,2022,12,12
RME GROUP,80206.0,Med,Denver,2014,2014,4,2
RME GROUP,80220.0,Med,Denver,2014,2015,12,4
ROCKY FARMS,81067.0,"Med, Rec",Rocky Ford,2016,2022,11,12
ROCKY MOUNTAIN  HIGH,80216.0,Rec,Denver,2020,2022,12,3
ROCKY MOUNTAIN  HIGH DISPENSARY,81401.0,Med,Montrose,2020,2022,12,12
ROCKY MOUNTAIN BLAZE,81007.0,Rec,Pueblo West,2017,2022,9,4
ROCKY MOUNTAIN BLISS,81432.0,Rec,Ridgway,2014,2016,12,4
ROCKY MOUNTAIN CANNABIS,80223.0,Rec,Denver,2021,2022,1,12
ROCKY MOUNTAIN CANNABIS,80442.0,Rec,Fraser,2019,2022,6,8
ROCKY MOUNTAIN CANNABIS,80444.0,"Med, Rec",Georgetown,2019,2022,11,12
ROCKY MOUNTAIN CANNABIS,81082.0,Rec,Trinidad,2018,2022,12,10
ROCKY MOUNTAIN CANNABIS,81212.0,Med,Canon City,2016,2018,9,9
ROCKY MOUNTAIN CANNABIS,81230.0,Rec,Gunnison,2015,2022,12,9
ROCKY MOUNTAIN CANNABIS,81422.0,Rec,Naturita,2019,2022,7,12
ROCKY MOUNTAIN CANNABIS,81432.0,Rec,Ridgway,2016,2022,10,12
ROCKY MOUNTAIN CANNABIS,81610.0,Rec,Dinosaur,2017,2022,11,8
ROCKY MOUNTAIN CANNABIS,81625.0,"Med, Rec",Craig,2020,2022,2,12
ROCKY MOUNTAIN CANNABIS INC,81212.0,Med,Canon City,2014,2015,12,4
ROCKY MOUNTAIN DANK,81635.0,Rec,Parachute,2018,2020,12,5
ROCKY MOUNTAIN FARMACY INC,80216.0,Med,Denver,2014,2014,2,1
ROCKY MOUNTAIN FARMACY INC,80222.0,Med,Denver,2014,2018,12,1
ROCKY MOUNTAIN HIGH,80202.0,"Med, Rec",Denver,2014,2022,12,12
ROCKY MOUNTAIN HIGH,80204.0,"Med, Rec",Denver,2022,2022,3,12
ROCKY MOUNTAIN HIGH,80216.0,"Med, Rec",Denver,2019,2022,9,12
ROCKY MOUNTAIN HIGH,80223.0,"Med, Rec",Denver,2014,2022,12,12
